original_step_uid,sub_step_uid,case_external_id,original_step_number,sub_step_index,sub_action_text,sub_expected_text,alignment_mode,original_mapping_status,mapped_keyword_id,mapping_confidence,mapping_notes,mapping_status,canonical_action,element_alias,android_locator_by,android_locator_value,ios_locator_by,ios_locator_value
CCU-231536-1,CCU-231536-1-S1,CCU-231536,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231536-2,CCU-231536-2-S1,CCU-231536,2,1,Bedroom 修改成 Light 3,Lcd Bedroom 的名稱會改變成 light 3,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231537-1,CCU-231537-1-S1,CCU-231537,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231537-2,CCU-231537-2-S1,CCU-231537,2,1,Exterior 修改成 Light 4,Lcd Exterior 的名稱會改變成 light 4,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231538-1,CCU-231538-1-S1,CCU-231538,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231538-2,CCU-231538-2-S1,CCU-231538,2,1,Bathroom 修改成 Light 5,Lcd Bathroom 的名稱會改變成 light 5,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231539-1,CCU-231539-1-S1,CCU-231539,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231539-2,CCU-231539-2-S1,CCU-231539,2,1,Garage 修改成 Light 6,Lcd Garage 的名稱會改變成 light 6,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231540-1,CCU-231540-1-S1,CCU-231540,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231540-2,CCU-231540-2-S1,CCU-231540,2,1,Galley 修改成 Light 7,Lcd Galley 的名稱會改變成 light 7,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231541-1,CCU-231541-1-S1,CCU-231541,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231541-2,CCU-231541-2-S1,CCU-231541,2,1,Dinette 修改成 Light 8,Lcd Dinette 的名稱會改變成 light 8,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231542-1,CCU-231542-1-S1,CCU-231542,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231542-2,CCU-231542-2-S1,CCU-231542,2,1,"呼叫 ""Turn on Light 1""",Light 1 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231543-1,CCU-231543-1-S1,CCU-231543,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231543-3,CCU-231543-3-S1,CCU-231543,3,1,"呼叫 ""Turn off Light 1""",Light 1 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231544-1,CCU-231544-1-S1,CCU-231544,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231544-2,CCU-231544-2-S1,CCU-231544,2,1,"呼叫 ""Turn on Light 2""",Light 2 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231545-1,CCU-231545-1-S1,CCU-231545,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231545-3,CCU-231545-3-S1,CCU-231545,3,1,"呼叫 ""Turn off Light 2""",Light 2 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231546-1,CCU-231546-1-S1,CCU-231546,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231546-2,CCU-231546-2-S1,CCU-231546,2,1,"呼叫 ""Turn on Light 3""",Light 3 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231547-1,CCU-231547-1-S1,CCU-231547,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231547-3,CCU-231547-3-S1,CCU-231547,3,1,"呼叫 ""Turn off Light 3""",Light 3 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231548-1,CCU-231548-1-S1,CCU-231548,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231548-2,CCU-231548-2-S1,CCU-231548,2,1,"呼叫 ""Turn on Light 4""",Light 4 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231549-1,CCU-231549-1-S1,CCU-231549,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231549-3,CCU-231549-3-S1,CCU-231549,3,1,"呼叫 ""Turn off Light 4""",Light 4 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231550-1,CCU-231550-1-S1,CCU-231550,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231550-2,CCU-231550-2-S1,CCU-231550,2,1,"呼叫 ""Turn on Light 5""",Light 5 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231551-1,CCU-231551-1-S1,CCU-231551,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231551-3,CCU-231551-3-S1,CCU-231551,3,1,"呼叫 ""Turn off Light 5""",Light 5 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231552-1,CCU-231552-1-S1,CCU-231552,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231552-2,CCU-231552-2-S1,CCU-231552,2,1,"呼叫 ""Turn on Light 6""",Light 6 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231553-1,CCU-231553-1-S1,CCU-231553,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231553-3,CCU-231553-3-S1,CCU-231553,3,1,"呼叫 ""Turn off Light 6""",Light 6 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231554-1,CCU-231554-1-S1,CCU-231554,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231554-2,CCU-231554-2-S1,CCU-231554,2,1,"呼叫 ""Turn on Light 7""",Light 7 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231555-1,CCU-231555-1-S1,CCU-231555,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231555-3,CCU-231555-3-S1,CCU-231555,3,1,"呼叫 ""Turn off Light 7""",Light 7 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231556-1,CCU-231556-1-S1,CCU-231556,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231556-2,CCU-231556-2-S1,CCU-231556,2,1,"呼叫 ""Turn on Light 8""",Light 8 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231557-1,CCU-231557-1-S1,CCU-231557,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231557-3,CCU-231557-3-S1,CCU-231557,3,1,"呼叫 ""Turn off Light 8""",Light 8 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231558-1,CCU-231558-1-S1,CCU-231558,1,1,"呼叫 ""Turn on Light 1""",Light 1 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231559-2,CCU-231559-2-S1,CCU-231559,2,1,"呼叫 ""Turn off Light 1""",Light 1 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231560-1,CCU-231560-1-S1,CCU-231560,1,1,"呼叫 ""Turn on Light 2""",Light 2 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231561-2,CCU-231561-2-S1,CCU-231561,2,1,"呼叫 ""Turn off Light 2""",Light 2 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231562-1,CCU-231562-1-S1,CCU-231562,1,1,"呼叫 ""Turn on Light 3""",Light 3 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231563-2,CCU-231563-2-S1,CCU-231563,2,1,"呼叫 ""Turn off Light 3""",Light 3 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231564-1,CCU-231564-1-S1,CCU-231564,1,1,"呼叫 ""Turn on Light 4""",Light 4 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231565-2,CCU-231565-2-S1,CCU-231565,2,1,"呼叫 ""Turn off Light 4""",Light 4 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231566-1,CCU-231566-1-S1,CCU-231566,1,1,"呼叫 ""Turn on Light 5""",Light 5 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231567-2,CCU-231567-2-S1,CCU-231567,2,1,"呼叫 ""Turn off Light 5""",Light 5 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231568-1,CCU-231568-1-S1,CCU-231568,1,1,"呼叫 ""Turn on Light 6""",Light 6 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231569-2,CCU-231569-2-S1,CCU-231569,2,1,"呼叫 ""Turn off Light 6""",Light 6 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231570-1,CCU-231570-1-S1,CCU-231570,1,1,"呼叫 ""Turn on Light 7""",Light 7 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231571-2,CCU-231571-2-S1,CCU-231571,2,1,"呼叫 ""Turn off Light 7""",Light 7 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231572-1,CCU-231572-1-S1,CCU-231572,1,1,"呼叫 ""Turn on Light 8""",Light 8 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231573-2,CCU-231573-2-S1,CCU-231573,2,1,"呼叫 ""Turn off Light 8""",Light 8 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231614-1,CCU-231614-1-S1,CCU-231614,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231614-2,CCU-231614-2-S1,CCU-231614,2,1,Living Room 修改成 Light 1,Lcd Living Room 的名稱會改變成 light 1,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231615-1,CCU-231615-1-S1,CCU-231615,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231615-2,CCU-231615-2-S1,CCU-231615,2,1,Kitchen 修改成 Light 2,Lcd Kitchen 的名稱會改變成 light 2,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231616-1,CCU-231616-1-S1,CCU-231616,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231616-2,CCU-231616-2-S1,CCU-231616,2,1,Bedroom 修改成 Light 3,Lcd Bedroom 的名稱會改變成 light 3,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231617-1,CCU-231617-1-S1,CCU-231617,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231617-2,CCU-231617-2-S1,CCU-231617,2,1,Exterior 修改成 Light 4,Lcd Exterior 的名稱會改變成 light 4,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231618-1,CCU-231618-1-S1,CCU-231618,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231618-2,CCU-231618-2-S1,CCU-231618,2,1,Bathroom 修改成 Light 5,Lcd Bathroom 的名稱會改變成 light 5,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231619-1,CCU-231619-1-S1,CCU-231619,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231619-2,CCU-231619-2-S1,CCU-231619,2,1,Garage 修改成 Light 6,Lcd Garage 的名稱會改變成 light 6,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231620-1,CCU-231620-1-S1,CCU-231620,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231620-2,CCU-231620-2-S1,CCU-231620,2,1,Galley 修改成 Light 7,Lcd Galley 的名稱會改變成 light 7,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231621-1,CCU-231621-1-S1,CCU-231621,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231621-2,CCU-231621-2-S1,CCU-231621,2,1,Dinette 修改成 Light 8,Lcd Dinette 的名稱會改變成 light 8,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231622-1,CCU-231622-1-S1,CCU-231622,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231622-2,CCU-231622-2-S1,CCU-231622,2,1,"呼叫 ""Turn on Light 1""",Light 1 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231623-1,CCU-231623-1-S1,CCU-231623,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231623-3,CCU-231623-3-S1,CCU-231623,3,1,"呼叫 ""Turn off Light 1""",Light 1 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231624-1,CCU-231624-1-S1,CCU-231624,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231624-2,CCU-231624-2-S1,CCU-231624,2,1,"呼叫 ""Turn on Light 2""",Light 2 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231625-1,CCU-231625-1-S1,CCU-231625,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231625-3,CCU-231625-3-S1,CCU-231625,3,1,"呼叫 ""Turn off Light 2""",Light 2 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231626-1,CCU-231626-1-S1,CCU-231626,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231626-2,CCU-231626-2-S1,CCU-231626,2,1,"呼叫 ""Turn on Light 3""",Light 3 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231627-1,CCU-231627-1-S1,CCU-231627,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231627-3,CCU-231627-3-S1,CCU-231627,3,1,"呼叫 ""Turn off Light 3""",Light 3 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231628-1,CCU-231628-1-S1,CCU-231628,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231628-2,CCU-231628-2-S1,CCU-231628,2,1,"呼叫 ""Turn on Light 4""",Light 4 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231629-1,CCU-231629-1-S1,CCU-231629,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231629-3,CCU-231629-3-S1,CCU-231629,3,1,"呼叫 ""Turn off Light 4""",Light 4 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231630-1,CCU-231630-1-S1,CCU-231630,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231630-2,CCU-231630-2-S1,CCU-231630,2,1,"呼叫 ""Turn on Light 5""",Light 5 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231631-1,CCU-231631-1-S1,CCU-231631,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231631-3,CCU-231631-3-S1,CCU-231631,3,1,"呼叫 ""Turn off Light 5""",Light 5 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231632-1,CCU-231632-1-S1,CCU-231632,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231632-2,CCU-231632-2-S1,CCU-231632,2,1,"呼叫 ""Turn on Light 6""",Light 6 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231633-1,CCU-231633-1-S1,CCU-231633,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231633-3,CCU-231633-3-S1,CCU-231633,3,1,"呼叫 ""Turn off Light 6""",Light 6 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231634-1,CCU-231634-1-S1,CCU-231634,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231634-2,CCU-231634-2-S1,CCU-231634,2,1,"呼叫 ""Turn on Light 7""",Light 7 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231635-1,CCU-231635-1-S1,CCU-231635,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231635-3,CCU-231635-3-S1,CCU-231635,3,1,"呼叫 ""Turn off Light 7""",Light 7 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231636-1,CCU-231636-1-S1,CCU-231636,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231636-2,CCU-231636-2-S1,CCU-231636,2,1,"呼叫 ""Turn on Light 8""",Light 8 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231637-1,CCU-231637-1-S1,CCU-231637,1,1,APP 完成連線,APP 連線成功,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-231637-3,CCU-231637-3-S1,CCU-231637,3,1,"呼叫 ""Turn off Light 8""",Light 8 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231638-1,CCU-231638-1-S1,CCU-231638,1,1,"呼叫 ""Turn on Light 1""",Light 1 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231639-2,CCU-231639-2-S1,CCU-231639,2,1,"呼叫 ""Turn off Light 1""",Light 1 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231640-1,CCU-231640-1-S1,CCU-231640,1,1,"呼叫 ""Turn on Light 2""",Light 2 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231641-2,CCU-231641-2-S1,CCU-231641,2,1,"呼叫 ""Turn off Light 2""",Light 2 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231642-1,CCU-231642-1-S1,CCU-231642,1,1,"呼叫 ""Turn on Light 3""",Light 3 開啟,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231643-2,CCU-231643-2-S1,CCU-231643,2,1,"呼叫 ""Turn off Light 3""",Light 3 關閉,index_aligned,unmapped,KW-ALIAS-VOICE,manual,from step splitting parser v1; prefill_v1:voice_trigger,manual_only,tap,todo_alias,pending,pending,pending,pending
